Client Name,Count of PRIMARY_FAC_ID,Facility Name,Emission Amount(In Tons),Facility Type,Latitude,Longitude
RICE DRILLING B LLC,1,CAPTAIN USA 9H,14.45477,GasWell,40.097342,-80.099625
RICE DRILLING B LLC,1,CAPTAIN USA 5H,7.19234,GasWell,40.097342,-80.099794
RICE DRILLING B LLC,1,CAPTAIN USA 11H,12.29577,GasWell,40.0974,-80.099672
RICE DRILLING B LLC,1,FOWLER 9H,28.76935,GasWell,40.097436,-80.130792
RICE DRILLING B LLC,1,FOWLER 7H,31.16679,GasWell,40.097489,-80.130847
RICE DRILLING B LLC,1,FOWLER 5H,31.16679,GasWell,40.097542,-80.130903
RICE DRILLING B LLC,1,FOWLER 3H,31.16679,GasWell,40.097597,-80.130958
RICE DRILLING B LLC,1,FOWLER 1H,34.14899,GasWell,40.09765,-80.131017
RICE DRILLING B LLC,1,X-MAN 7H,17.3115,GasWell,40.09935,-80.179481
RICE DRILLING B LLC,1,X-MAN 1,19.70895,GasWell,40.099358,-80.179578
RICE DRILLING B LLC,1,X-MAN 1H,20.94661,GasWell,40.099386,-80.179634
RICE DRILLING B LLC,1,X-MAN G5,17.06466,GasWell,40.099386,-80.179689
RICE DRILLING B LLC,1,X-MAN 5H,17.3115,GasWell,40.099439,-80.179672
RICE DRILLING B LLC,1,IRON MAN 5H,7.19234,GasWell,40.101406,-80.126217
RICE DRILLING B LLC,1,IRON MAN 3H,14.38467,GasWell,40.101442,-80.126439
RICE DRILLING B LLC,1,IRON MAN 7H,14.38467,GasWell,40.101458,-80.126272
RICE DRILLING B LLC,1,IRON MAN 1H,19.27925,GasWell,40.101494,-80.126497
RICE DRILLING B LLC,1,IRON MAN 2H,7.19234,GasWell,40.101536,-80.126369
RICE DRILLING B LLC,1,IRON MAN 4H,16.78212,GasWell,40.101594,-80.126417
CHEVRON APPALACHIA LLC,1,FAYETTE BEAGLE CLUB UNIT 6H,239.53268,GasWell,40.102789,-79.793503
RANGE RESOURCES APPALACHIA LLC,1,HARRIS MICHAEL 11116 6H,436.61764,GasWell,40.107547,-80.393678
RANGE RESOURCES APPALACHIA LLC,1,NOBLE-GREATHOUSE UNIT 1H,361.19555,GasWell,40.107828,-80.445094
K PETROLEUM INC,1,CECIL 2-P229,7.06537,GasWell,40.108972,-80.064522
RICE DRILLING B LLC,1,BROVA 8H,14.38467,GasWell,40.111903,-80.100531
RICE DRILLING B LLC,1,BROVA 6H,16.78212,GasWell,40.111969,-80.100556
RICE DRILLING B LLC,1,BROVA 4H,16.78212,GasWell,40.112033,-80.100581
RICE DRILLING B LLC,1,BROVA 2H,16.78212,GasWell,40.1121,-80.100603
RICE DRILLING B LLC,1,BROVA 11H,281.63091,GasWell,40.112103,-80.100439
RICE DRILLING B LLC,1,BROVA 5H,16.78212,GasWell,40.112169,-80.100464
RICE DRILLING B LLC,1,BROVA 9H,14.38467,GasWell,40.112233,-80.100486
RICE DRILLING B LLC,1,BROVA 1H,19.39089,GasWell,40.112244,-80.100619
RICE DRILLING B LLC,1,BROVA 7H,16.78212,GasWell,40.1123,-80.100511
RICE DRILLING B LLC,1,BROVA 3H,16.78212,GasWell,40.112317,-80.100422
RANGE RESOURCES APPALACHIA LLC,1,FOLLY HOLLOW FARM UNIT 3H,60.87507,GasWell,40.113786,-80.267758
SWN PROD CO LLC,1,ROBERT SHORTS WAS 3H,1377.99147,GasWell,40.114722,-80.507583
SWN PROD CO LLC,1,ROBERT SHORTS WAS 5H,0.38556,GasWell,40.114742,-80.507492
DIVERSIFIED OIL & GAS LLC,1,CAMPBELL 15,7.28845,GasWell,40.115216,-79.817341
DIVERSIFIED OIL & GAS LLC,1,ORR 33,7.27757,GasWell,40.115638,-79.799468
RICE DRILLING B LLC,1,BOVINATOR 1H,1729.54121,GasWell,40.116367,-80.149639
RICE DRILLING B LLC,1,BOVINATOR 7H,518.83027,GasWell,40.116369,-80.149494
RICE DRILLING B LLC,1,BOVINATOR 3H,1398.21723,GasWell,40.116436,-80.149639
RICE DRILLING B LLC,1,BOVINATOR 9H,621.29543,GasWell,40.116439,-80.149497
RICE DRILLING B LLC,1,BOVINATOR 5H,779.00453,GasWell,40.116506,-80.149642
RICE DRILLING B LLC,1,BIG DADDY SHAW 6H,21.85955,GasWell,40.116508,-80.074467
RICE DRILLING B LLC,1,BIG DADDY SHAW 10H,25.80365,GasWell,40.116586,-80.074564
RICE DRILLING B LLC,1,BIG DADDY SHAW 4H,21.85955,GasWell,40.116597,-80.074703
RICE DRILLING B LLC,1,BIG DADDY SHAW 12H,21.85955,GasWell,40.116625,-80.074614
RANGE RESOURCES APPALACHIA LLC,1,BEDILLION-DAY UNIT 1H,1174.12088,GasWell,40.116664,-80.228135
RICE DRILLING B LLC,1,BIG DADDY SHAW 14H,21.85955,GasWell,40.116667,-80.074664
RICE DRILLING B LLC,1,BIG DADDY SHAW 7H,21.85955,GasWell,40.116706,-80.074714
RICE DRILLING B LLC,1,BIG DADDY SHAW 2H,21.85955,GasWell,40.116758,-80.074786
DIVERSIFIED OIL & GAS LLC,1,CAMPBELL 14,7.27757,GasWell,40.117029,-79.821569
CHEVRON APPALACHIA LLC,1,SICKLE UNIT 1H,1680.35676,GasWell,40.118739,-79.786542
RANGE RESOURCES APPALACHIA LLC,1,ZIMMER RONALD 10007 1H,2214.85583,GasWell,40.118747,-80.179369
SWN PROD CO LLC,1,JOHN MCMURRAY WAS 201H,865.84027,GasWell,40.119172,-80.493039
RANGE RESOURCES APPALACHIA LLC,1,DMC PROPERTIES (EAST) UNIT 12H,682.65062,GasWell,40.119253,-80.382744
DIVERSIFIED OIL & GAS LLC,1,CAMPBELL 13,7.28216,GasWell,40.11959,-79.815463
DIVERSIFIED OIL & GAS LLC,1,BRAZZON 15,7.29091,GasWell,40.120332,-79.801974
RICE DRILLING B LLC,1,SWAGLER 8H,17.06466,GasWell,40.121119,-80.062839
RICE DRILLING B LLC,1,SWAGLER 10H,18.02246,GasWell,40.121156,-80.062917
RANGE RESOURCES APPALACHIA LLC,1,OLD MCDONALD FARM UNIT 1H,424.51009,GasWell,40.121167,-80.434175
RICE DRILLING B LLC,1,SWAGLER 6H,17.06466,GasWell,40.121211,-80.062797
RANGE RESOURCES APPALACHIA LLC,1,DAY UNIT 1H,27.58395,GasWell,40.122611,-80.216111
DIVERSIFIED OIL & GAS LLC,1,BRAZZON 7,7.27971,GasWell,40.12354,-79.80501
RICE DRILLING B LLC,1,GOLDEN GOOSE 6H,2.39745,GasWell,40.124014,-80.092303
RICE DRILLING B LLC,1,GOLDEN GOOSE 8H,2.39745,GasWell,40.124081,-80.092275
RICE DRILLING B LLC,1,GOLDEN GOOSE 2H,2.39745,GasWell,40.124081,-80.092425
RICE DRILLING B LLC,1,GOLDEN GOOSE 4H,2.39745,GasWell,40.124147,-80.092397
RICE DRILLING B LLC,1,GOLDEN GOOSE 7H,4.79489,GasWell,40.124464,-80.092111
RICE DRILLING B LLC,1,TRINIDAD SCORPION 1H,1049.89799,GasWell,40.124497,-80.133972
RICE DRILLING B LLC,1,GOLDEN GOOSE 1H,14.38467,GasWell,40.1245,-80.092247
RICE DRILLING B LLC,1,GOLDEN GOOSE 9H,4.79489,GasWell,40.124531,-80.092083
RICE DRILLING B LLC,1,TRINIDAD SCORPION 3H,1146.27704,GasWell,40.124539,-80.1339
RICE DRILLING B LLC,1,GOLDEN GOOSE 3H,14.38467,GasWell,40.124564,-80.092219
RICE DRILLING B LLC,1,TRINIDAD SCORPION 5H,1256.32377,GasWell,40.124581,-80.133831
RICE DRILLING B LLC,1,GOLDEN GOOSE 11H,22.18786,GasWell,40.124594,-80.092056
RICE DRILLING B LLC,1,WOLVERINE 2H,19.39089,GasWell,40.124603,-79.993683
RICE DRILLING B LLC,1,GOLDEN GOOSE 5H,4.79489,GasWell,40.124628,-80.092189
RICE DRILLING B LLC,1,WOLVERINE 4H,16.78212,GasWell,40.124633,-79.993761
RICE DRILLING B LLC,1,WOLVERINE 6H,16.78212,GasWell,40.124664,-79.993842
RICE DRILLING B LLC,1,WOLVERINE 10H,281.7312,GasWell,40.124697,-79.993922
RICE DRILLING B LLC,1,WOLVERINE 8H,16.84525,GasWell,40.124728,-79.994
RICE DRILLING B LLC,1,TRINIDAD SCORPION 7H,1140.58136,GasWell,40.124789,-80.133475
RICE DRILLING B LLC,1,TRINIDAD SCORPION 9H,943.3423,GasWell,40.124831,-80.133406
RICE DRILLING B LLC,1,TRINIDAD SCORPION 11H,889.25204,GasWell,40.124875,-80.133333
CHEVRON APPALACHIA LLC,1,PORTER-NAYLOR 28H,1214.74109,GasWell,40.125533,-79.760992
RICE DRILLING B LLC,1,SHOTSKI 2H,7.19234,GasWell,40.126025,-80.049522
RICE DRILLING B LLC,1,SHOTSKI 4H,7.19234,GasWell,40.126078,-80.049461
RICE DRILLING B LLC,1,SHOTSKI 6H,7.19234,GasWell,40.126128,-80.049403
RICE DRILLING B LLC,1,SHOTSKI 8H,4.79489,GasWell,40.126181,-80.049344
RICE DRILLING B LLC,1,SHOTSKI 10H,5.20657,GasWell,40.126231,-80.049283
RANGE RESOURCES APPALACHIA LLC,1,SMITH LARRY UNIT 1H,447.74522,GasWell,40.127658,-80.344881
RANGE RESOURCES APPALACHIA LLC,1,BROWNLEE MICHAEL UNIT 6H,7732.05916,GasWell,40.12835,-80.362019
DIVERSIFIED OIL & GAS LLC,1,LYNN 9,9.59405,GasWell,40.128806,-79.77775
RICE DRILLING B LLC,1,THAI VOLCANO 1H,1029.61926,GasWell,40.130319,-80.124006
RICE DRILLING B LLC,1,THAI VOLCANO 3H,1031.93441,GasWell,40.130361,-80.123936
RICE DRILLING B LLC,1,THAI VOLCANO 5H,1121.93777,GasWell,40.130403,-80.123864
RICE DRILLING B LLC,1,THAI VOLCANO 7H,905.22301,GasWell,40.130444,-80.123794
RICE DRILLING B LLC,1,THAI VOLCANO 9H,110.05727,GasWell,40.130486,-80.123722
RICE DRILLING B LLC,1,THAI VOLCANO 11H,422.74691,GasWell,40.130528,-80.123653
RICE DRILLING B LLC,1,THAI VOLCANO 13H,161.27634,GasWell,40.130614,-80.123736
RANGE RESOURCES APPALACHIA LLC,1,BIGLEY UNIT 10H,61.94582,GasWell,40.130931,-80.18795
RANGE RESOURCES APPALACHIA LLC,1,DMC PROPERTIES UNIT 10H,513.47702,GasWell,40.131678,-80.431061
RANGE RESOURCES APPALACHIA LLC,1,BUFFALO TOWNSHIP 12029 6H,324.00852,GasWell,40.133583,-80.325356
RANGE RESOURCES APPALACHIA LLC,1,JONES ROBERT 12046 5H,463.54149,GasWell,40.135553,-80.501
RANGE RESOURCES APPALACHIA LLC,1,CLAYSVILLE SPORTSMANS UNIT 1H,597.39424,GasWell,40.136869,-80.462006
DIVERSIFIED OIL & GAS LLC,1,SMITH UNIT 60H,114.75158,GasWell,40.137389,-79.763361
DIVERSIFIED OIL & GAS LLC,1,SMITH UNIT 59H,114.7535,GasWell,40.137389,-79.763444
RANGE RESOURCES APPALACHIA LLC,1,WAGERS UNIT 1H,611.85583,GasWell,40.139053,-80.179944
RICE DRILLING B LLC,1,LOHR 4H,4.79489,GasWell,40.140419,-80.045044
RICE DRILLING B LLC,1,LOHR 8H,4.79489,GasWell,40.140442,-80.044906
RICE DRILLING B LLC,1,LOHR 2H,7.19234,GasWell,40.140486,-80.045064
RICE DRILLING B LLC,1,LOHR 10H,18.91016,GasWell,40.140511,-80.044925
RICE DRILLING B LLC,1,LOHR 6H,4.79489,GasWell,40.140553,-80.045083
RICE DRILLING B LLC,1,LOHR 12H,7.19234,GasWell,40.140578,-80.044944
RANGE RESOURCES APPALACHIA LLC,1,FRANKLIN LAKEVIEW ESTATES UNIT 10H,289.37768,GasWell,40.141219,-80.261725
RANGE RESOURCES APPALACHIA LLC,1,REDD EARL UNIT 10H,361.1065,GasWell,40.142175,-80.220622
RANGE RESOURCES APPALACHIA LLC,1,BREESE EMMA JO UNIT 11H,298.96245,GasWell,40.143297,-80.389364
RANGE RESOURCES APPALACHIA LLC,1,HERCULES JAMES UNIT 1H,299.3203,GasWell,40.145497,-80.423789
RICE DRILLING B LLC,1,POLLOCK 1H,12.80718,GasWell,40.147567,-80.113403
RICE DRILLING B LLC,1,POLLOCK 3H,12.26977,GasWell,40.147614,-80.113467
RICE DRILLING B LLC,1,POLLOCK 5H,12.26977,GasWell,40.147661,-80.113533
RICE DRILLING B LLC,1,POLLOCK 7H,9.87232,GasWell,40.147708,-80.113597
RICE DRILLING B LLC,1,BABY BEAR 2H,7.19234,GasWell,40.148128,-80.021656
RICE DRILLING B LLC,1,BABY BEAR 4H,7.19234,GasWell,40.148197,-80.021658
RICE DRILLING B LLC,1,BABY BEAR 6H,4.79489,GasWell,40.148264,-80.021661
RICE DRILLING B LLC,1,BABY BEAR 8H,4.79489,GasWell,40.148333,-80.021664
RICE DRILLING B LLC,1,BABY BEAR 10H,18.11928,GasWell,40.148403,-80.021664
RANGE RESOURCES APPALACHIA LLC,1,FRANKLIN LAKEVIEW ESTATES UNIT 12H,324.8806,GasWell,40.151222,-80.252589
RANGE RESOURCES APPALACHIA LLC,1,HEWITT DOUGLAS UNIT 1H,312.646,GasWell,40.151472,-80.415889
RANGE RESOURCES APPALACHIA LLC,1,MARCHEZAK JOHN 11528 7H,1093.55381,GasWell,40.153453,-80.041586
DIVERSIFIED OIL & GAS LLC,1,FLORO UNIT 2H-A,114.75361,GasWell,40.154778,-79.749389
SWN PROD CO LLC,1,JAMES BIRD WAS 8H,2507.79947,GasWell,40.155861,-80.496556
SWN PROD CO LLC,1,JAMES BIRD WAS 206H,0.38556,GasWell,40.155864,-80.496647
SWN PROD CO LLC,1,JAMES BIRD WAS 10H,0.38556,GasWell,40.155903,-80.496536
RICE DRILLING B LLC,1,PRAIRIE FIRE 1,1386.94248,GasWell,40.155953,-80.092511
RICE DRILLING B LLC,1,PRAIRIE FIRE 3,822.17492,GasWell,40.156006,-80.092572
RICE DRILLING B LLC,1,PRAIRIE FIRE 11,137.35716,GasWell,40.156028,-80.092406
RICE DRILLING B LLC,1,PRAIRIE FIRE 5,1178.15956,GasWell,40.156056,-80.092633
RICE DRILLING B LLC,1,PRAIRIE FIRE 9,115.5939,GasWell,40.156078,-80.092467
RICE DRILLING B LLC,1,PRAIRIE FIRE 7,117.93224,GasWell,40.156131,-80.092528
RANGE RESOURCES APPALACHIA LLC,1,BAUMEL UNIT 1H,12752.18877,GasWell,40.159653,-80.178094
RANGE RESOURCES APPALACHIA LLC,1,MCDONOUGH UNIT 1H,227.55324,GasWell,40.159964,-80.328725
RICE DRILLING B LLC,1,MASTER SPLINTER 9,119.03571,GasWell,40.161114,-80.111853
RICE DRILLING B LLC,1,MASTER SPLINTER 7,119.23277,GasWell,40.161167,-80.111908
RICE DRILLING B LLC,1,MASTER SPLINTER 5,119.62686,GasWell,40.161222,-80.111964
RICE DRILLING B LLC,1,MASTER SPLINTER 3,14.38467,GasWell,40.161278,-80.112017
RICE DRILLING B LLC,1,MASTER SPLINTER 1,49.42071,GasWell,40.161331,-80.112072
RICE DRILLING B LLC,1,PAPA BEAR 2H,7.19234,GasWell,40.161461,-80.021414
RICE DRILLING B LLC,1,PAPA BEAR 4H,7.19234,GasWell,40.161514,-80.021356
RICE DRILLING B LLC,1,PAPA BEAR 6H,4.79489,GasWell,40.161567,-80.021297
RICE DRILLING B LLC,1,PAPA BEAR 8H,4.79489,GasWell,40.161619,-80.021239
RICE DRILLING B LLC,1,PAPA BEAR 10H,19.48985,GasWell,40.161672,-80.021183
RICE DRILLING B LLC,1,WATERBOY 8H,7.19234,GasWell,40.164092,-80.158428
RICE DRILLING B LLC,1,WATERBOY 6H,7.19234,GasWell,40.164125,-80.158506
RICE DRILLING B LLC,1,WATERBOY 4H,9.58978,GasWell,40.164161,-80.158583
RICE DRILLING B LLC,1,WATERBOY 2H,11.68074,GasWell,40.164197,-80.158658
EQT PROD CO,1,R SMITH 592304,11.98723,GasWell,40.164636,-79.944197
EQT PROD CO,1,R. SMITH 592294,287.13193,GasWell,40.164653,-79.944247
EQT PROD CO,1,R SMITH 592295,14.38467,GasWell,40.164669,-79.944297
EQT PROD CO,1,R SMITH 592296,14.38467,GasWell,40.164686,-79.944344
EQT PROD CO,1,R SMITH 592297,14.38467,GasWell,40.164703,-79.944394
EQT PROD CO,1,R. SMITH 592305,11.98723,GasWell,40.164719,-79.944181
EQT PROD CO,1,R SMITH 592298,14.38467,GasWell,40.164722,-79.944444
EQT PROD CO,1,R. SMITH 593771,11.98723,GasWell,40.164736,-79.944228
EQT PROD CO,1,ROBERT SMITH 3H,38.23024,GasWell,40.16475,-79.944472
EQT PROD CO,1,R. SMITH 593772,548.07658,GasWell,40.164753,-79.944275
EQT PROD CO,1,R SMITH 592299,14.38467,GasWell,40.164756,-79.944539
EQT PROD CO,1,R SMITH 593773,12.05036,GasWell,40.164769,-79.944325
EQT PROD CO,1,R. SMITH 592300,14.38467,GasWell,40.164772,-79.944589
EQT PROD CO,1,R SMITH 593774,12.05036,GasWell,40.164786,-79.944372
EQT PROD CO,1,R SMITH 592301,14.38467,GasWell,40.164789,-79.944639
EQT PROD CO,1,R SMITH 593775,12.05036,GasWell,40.164806,-79.944422
EQT PROD CO,1,R SMITH 592302,14.38467,GasWell,40.164806,-79.944686
EQT PROD CO,1,R SMITH 592303,11.98723,GasWell,40.164825,-79.944736
EQT PROD CO,1,R. SMITH MON99H21,1566.44088,GasWell,40.164833,-79.944503
EQT PROD CO,1,R. SMITH MON99H22,2106.75638,GasWell,40.164844,-79.944536
EQT PROD CO,1,R. SMITH MON99H23,660.83219,GasWell,40.164856,-79.944569
EQT PROD CO,1,R. SMITH MON99H24,117.54183,GasWell,40.164867,-79.9446
RANGE RESOURCES APPALACHIA LLC,1,US NATURAL RESOURCES UNIT 10H,591.89337,GasWell,40.166081,-80.038567
RICE DRILLING B LLC,1,MAMMA BEAR 10H,8.54735,GasWell,40.166419,-80.005036
RICE DRILLING B LLC,1,MAMMA BEAR 8H,5.20481,GasWell,40.166453,-80.005114
RICE DRILLING B LLC,1,MAMMA BEAR 2H,7.47488,GasWell,40.166469,-80.004897
RICE DRILLING B LLC,1,MAMMA BEAR 4H,7.47488,GasWell,40.166503,-80.004975
RICE DRILLING B LLC,1,MAMMA BEAR 6H,5.07743,GasWell,40.166536,-80.005053
EQT PROD CO,1,KEVECH 590468,128.05166,GasWell,40.166639,-79.981028
EQT PROD CO,1,KEVECH MON20H16,134.60998,GasWell,40.166656,-79.981131
EQT PROD CO,1,KEVECH 590573,12.30324,GasWell,40.166667,-79.981028
EQT PROD CO,1,KEVECH MON20H17,147.90897,GasWell,40.166694,-79.981139
EQT PROD CO,1,KEVECH 590574,12.23407,GasWell,40.166719,-79.981036
EQT PROD CO,1,KEVECH MON20H18,153.09579,GasWell,40.166736,-79.981147
EQT PROD CO,1,KEVECH 591554,12.23407,GasWell,40.166761,-79.981042
EQT PROD CO,1,KEVECH MON20H19,498.1374,GasWell,40.166778,-79.981156
EQT PROD CO,1,KEVECH 591555,12.23407,GasWell,40.166803,-79.98105
EQT PROD CO,1,KEVECH MON20H20,1370.88773,GasWell,40.166817,-79.981161
EQT PROD CO,1,KEVECH 591556,9.87106,GasWell,40.166842,-79.981058
EQT PROD CO,1,KEVECH MON20H21,1711.38302,GasWell,40.166858,-79.981253
EQT PROD CO,1,KEVECH 593729,9.58978,GasWell,40.166883,-79.981067
RANGE RESOURCES APPALACHIA LLC,1,HANES DONALD ET AL UNIT 3H,131.59481,GasWell,40.169411,-80.350664
RANGE RESOURCES APPALACHIA LLC,1,ZEDIKER STATION 11784 10H,728.92409,GasWell,40.169786,-80.168286
DIVERSIFIED OIL & GAS LLC,1,SKOKUT 2A,7.28184,GasWell,40.171384,-79.757231
RANGE RESOURCES APPALACHIA LLC,1,VARNER UNIT 10H,316.05484,GasWell,40.172731,-80.466331
RANGE RESOURCES APPALACHIA LLC,1,HUFFY'S FAMILY UNIT 12H,1294.55343,GasWell,40.173856,-80.053003
CHEVRON APPALACHIA LLC,1,HEPLER UNIT 1H,670.97856,GasWell,40.176722,-79.702028
DIVERSIFIED OIL & GAS LLC,1,PHILLIPS 20,7.28878,GasWell,40.177134,-79.737758
EQT PROD CO,1,HAYWOOD 593807,12.05036,GasWell,40.178594,-79.975919
EQT PROD CO,1,HAYWOOD 592450,12.06995,GasWell,40.178603,-79.976039
EQT PROD CO,1,HAYWOOD 593808,11.98723,GasWell,40.178619,-79.975933
EQT PROD CO,1,HAYWOOD 592449,11.98723,GasWell,40.178631,-79.976053
EQT PROD CO,1,HAYWOOD 593743,778.46766,GasWell,40.178644,-79.975944
EQT PROD CO,1,HAYWOOD 592448,12.06977,GasWell,40.178656,-79.976064
EQT PROD CO,1,HAYWOOD 593744,1294.63231,GasWell,40.178672,-79.975958
EQT PROD CO,1,HAYWOOD 593745,11.98723,GasWell,40.178697,-79.975969
EQT PROD CO,1,HAYWOOD 592446,12.02665,GasWell,40.178706,-79.976089
EQT PROD CO,1,HAYWOOD 592445,14.46617,GasWell,40.178733,-79.976103
EQT PROD CO,1,HAYWOOD 592444,14.50638,GasWell,40.178758,-79.976114
EQT PROD CO,1,HAYWOOD 593789,12.05036,GasWell,40.178775,-79.976008
EQT PROD CO,1,HAYWOOD 593809,12.05036,GasWell,40.1788,-79.976019
EQT PROD CO,1,HAYWOOD MON110H24,887.12163,GasWell,40.178831,-79.976036
EQT PROD CO,1,HAROLD HAYWOOD WAS 3H,36.36604,GasWell,40.178833,-79.976139
EQT PROD CO,1,HAYWOOD 592442,14.38467,GasWell,40.178861,-79.976164
EQT PROD CO,1,HAYWOOD MON110H25,2574.68977,GasWell,40.178869,-79.976056
EQT PROD CO,1,HAYWOOD 592441,14.42502,GasWell,40.178886,-79.976178
EQT PROD CO,1,HAYWOOD MON110H26,198.83213,GasWell,40.178903,-79.976069
RANGE RESOURCES APPALACHIA LLC,1,ZAPPI CONSTANCE UNIT 2H,8.57278,GasWell,40.178969,-80.410946
DIVERSIFIED OIL & GAS LLC,1,MATTY/MOMYER 2,7.27757,GasWell,40.179273,-79.722682
RANGE RESOURCES APPALACHIA LLC,1,MILLER ESTATE 11212 8H,1108.13774,GasWell,40.179344,-80.2931
DIVERSIFIED OIL & GAS LLC,1,PHILLIPS 21,7.27757,GasWell,40.180023,-79.737841
RANGE RESOURCES APPALACHIA LLC,1,GILLETT ANN UNIT 1H,1588.65254,GasWell,40.182242,-80.361128
DIVERSIFIED OIL & GAS LLC,1,PAINTER 4,7.27757,GasWell,40.18244,-79.742841
RANGE RESOURCES APPALACHIA LLC,1,ROWLAND CAROL 10067 2H,606.02219,GasWell,40.182792,-80.090564
SWN PROD CO LLC,1,PAUL SCHILINSKI WAS 6H,0.38556,GasWell,40.183803,-80.499283
SWN PROD CO LLC,1,PAUL SCHILINSKI WAS 10H,0.38556,GasWell,40.183831,-80.499219
SWN PROD CO LLC,1,PAUL SCHILINSKI WAS 3H,4648.94286,GasWell,40.183836,-80.499308
SWN PROD CO LLC,1,PAUL SCHILINSKI WAS 210H,0.38556,GasWell,40.183864,-80.499244
SWN PROD CO LLC,1,PAUL SCHILINSKI WAS 8H,0.38556,GasWell,40.183869,-80.499333
SWN PROD CO LLC,1,PAUL SCHILINSKI WAS 1H,0.38556,GasWell,40.183903,-80.499356
SWN PROD CO LLC,1,PAUL SCHILINSKI WAS 5H,0.38556,GasWell,40.183931,-80.499294
DIVERSIFIED OIL & GAS LLC,1,YATES 3,7.29518,GasWell,40.184217,-79.736258
RANGE RESOURCES APPALACHIA LLC,1,"EAKIN, SANDRA 11420 UNIT 6H",6894.33863,GasWell,40.184722,-80.027875
CHEVRON APPALACHIA LLC,1,MATTY-MOMYER UNIT 3H,461.90949,GasWell,40.184806,-79.721361
DIVERSIFIED OIL & GAS LLC,1,MATTY/MOMYER 1,7.28397,GasWell,40.184987,-79.726474
RANGE RESOURCES APPALACHIA LLC,1,PA GAME COMMISSION UNIT 10H,250.97921,GasWell,40.185861,-80.429844
RANGE RESOURCES APPALACHIA LLC,1,ZAPPI EDWARD UNIT 1H,373.07616,GasWell,40.186383,-80.44315
CHEVRON APPALACHIA LLC,1,ELIAS 11H,439.20191,GasWell,40.187167,-79.718
DIVERSIFIED OIL & GAS LLC,1,ELLINGSON 2,7.27757,GasWell,40.18744,-79.747619
RANGE RESOURCES APPALACHIA LLC,1,SGL 232 A UNIT 1H,342.27662,GasWell,40.187528,-80.413222
DIVERSIFIED OIL & GAS LLC,1,LASH 18,7.27757,GasWell,40.188106,-79.736647
EQT PROD CO,1,BERNARD WERNER 8H 627025,7.19234,GasWell,40.189278,-79.9375
EQT PROD CO,1,BERNARD WERNER 6H,22.27153,GasWell,40.189294,-79.937494
EQT PROD CO,1,WERNER 592702,4.85802,GasWell,40.189303,-79.937478
EQT PROD CO,1,WERNER 592701,7.25547,GasWell,40.189344,-79.937478
EQT PROD CO,1,BERNARD WERNER 10H,7.19234,GasWell,40.18935,-79.937494
EQT PROD CO,1,WERNER 592699,1428.29182,GasWell,40.189364,-79.937556
EQT PROD CO,1,WERNER 592700,7.25547,GasWell,40.189392,-79.937481
EQT PROD CO,1,WERNER 592698,7.19234,GasWell,40.189406,-79.937556
EQT PROD CO,1,WERNER 592703,4.85802,GasWell,40.189419,-79.937478
EQT PROD CO,1,WERNER 592704,4.85802,GasWell,40.189433,-79.937556
RICE DRILLING B LLC,1,HABANERO 3H,9.65291,GasWell,40.190308,-80.163961
RICE DRILLING B LLC,1,HABANERO 13H,9.65291,GasWell,40.19035,-80.163831
RICE DRILLING B LLC,1,HABANERO 5H,7.25547,GasWell,40.190369,-80.163997
RICE DRILLING B LLC,1,HABANERO 11H,11.67517,GasWell,40.190414,-80.163867
RICE DRILLING B LLC,1,HABANERO 7H,7.25547,GasWell,40.190433,-80.164033
RICE DRILLING B LLC,1,HABANERO 9H,7.25547,GasWell,40.190478,-80.163903
EQT PROD CO,1,PINE OAKS 10H,0.28254,GasWell,40.191944,-79.881
EQT PROD CO,1,PINE OAKS 6H,0.5011,GasWell,40.191944,-79.881083
EQT PROD CO,1,PINE OAKS 627027 8H,0.28254,GasWell,40.191968,-79.88079
DIVERSIFIED OIL & GAS LLC,1,DONEY 13,7.27757,GasWell,40.192301,-79.712757
DIVERSIFIED OIL & GAS LLC,1,DONEY 12,7.27757,GasWell,40.192745,-79.716729
DIVERSIFIED OIL & GAS LLC,1,DONEY 11,7.27757,GasWell,40.1943,-79.720834
SWN PROD CO LLC,1,FRED JONES WAS 8H,0.38556,GasWell,40.194575,-80.511022
SWN PROD CO LLC,1,FRED JONES WAS 6H,3486.70269,GasWell,40.194614,-80.511033
SWN PROD CO LLC,1,FRED JONES WAS 206H,0.38556,GasWell,40.194653,-80.511044
CHEVRON APPALACHIA LLC,1,SLEITH UNIT 6H,977.15307,GasWell,40.194856,-79.743042
RANGE RESOURCES APPALACHIA LLC,1,FOSTER RICHARD UNIT 1H,99.41348,GasWell,40.196191,-80.351583
CHEVRON APPALACHIA LLC,1,BONDI UNIT 1H,985.26632,GasWell,40.196975,-79.748331
RANGE RESOURCES APPALACHIA LLC,1,SGL 232 NORTH 11871 4H,1672.99415,GasWell,40.197514,-80.391819
RANGE RESOURCES APPALACHIA LLC,1,MUNCE WILLIAM 10060 11H,9018.22948,GasWell,40.197722,-80.189969
CHEVRON APPALACHIA LLC,1,JP SMITH 10H,3039.07015,GasWell,40.198171,-79.707503
RANGE RESOURCES APPALACHIA LLC,1,GREEN DOROTHY UNIT 1H,251.9668,GasWell,40.199244,-80.478353
DIVERSIFIED OIL & GAS LLC,1,BRANTHOOVER 11,7.27757,GasWell,40.200884,-79.730119
